title,link,embedCode
Your Morning on Campus 4/17,http://www.dailynebraskan.com/multimedia/podcasts/your-morning-on-campus/article_2fb402d8-60af-11e9-96f7-8bae6e81617b.html,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/607131198&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true""></iframe>"
